group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 02 part one,,,,,1149700.0,ns,6
day 02 part one,,,,,2250800.0,ns,12
day 02 part one,,,,,3421100.0,ns,18
day 02 part one,,,,,4488500.0,ns,24
day 02 part one,,,,,5584800.0,ns,30
day 02 part one,,,,,6939100.0,ns,36
day 02 part one,,,,,7820300.0,ns,42
day 02 part one,,,,,9300000.0,ns,48
day 02 part one,,,,,10394700.0,ns,54
day 02 part one,,,,,11472600.0,ns,60
day 02 part one,,,,,12352500.0,ns,66
day 02 part one,,,,,14093100.0,ns,72
day 02 part one,,,,,15675200.0,ns,78
day 02 part one,,,,,16039100.0,ns,84
day 02 part one,,,,,16939600.0,ns,90
day 02 part one,,,,,18500500.0,ns,96
day 02 part one,,,,,19928200.0,ns,102
day 02 part one,,,,,21388900.0,ns,108
day 02 part one,,,,,21784300.0,ns,114
day 02 part one,,,,,23491400.0,ns,120
day 02 part one,,,,,23770900.0,ns,126
day 02 part one,,,,,24878000.0,ns,132
day 02 part one,,,,,26099200.0,ns,138
day 02 part one,,,,,27308300.0,ns,144
day 02 part one,,,,,28346500.0,ns,150
day 02 part one,,,,,30144400.0,ns,156
day 02 part one,,,,,31318200.0,ns,162
day 02 part one,,,,,32249800.0,ns,168
day 02 part one,,,,,32974000.0,ns,174
day 02 part one,,,,,34432000.0,ns,180
day 02 part one,,,,,35759600.0,ns,186
day 02 part one,,,,,37119500.0,ns,192
day 02 part one,,,,,37554800.0,ns,198
day 02 part one,,,,,38823600.0,ns,204
day 02 part one,,,,,39859700.0,ns,210
day 02 part one,,,,,42050000.0,ns,216
day 02 part one,,,,,41662800.0,ns,222
day 02 part one,,,,,43197800.0,ns,228
day 02 part one,,,,,44854700.0,ns,234
day 02 part one,,,,,45998500.0,ns,240
day 02 part one,,,,,47148800.0,ns,246
day 02 part one,,,,,47701500.0,ns,252
day 02 part one,,,,,50537100.0,ns,258
day 02 part one,,,,,51479700.0,ns,264
day 02 part one,,,,,51892900.0,ns,270
day 02 part one,,,,,53373600.0,ns,276
day 02 part one,,,,,53895000.0,ns,282
day 02 part one,,,,,54472600.0,ns,288
day 02 part one,,,,,55761400.0,ns,294
day 02 part one,,,,,56743200.0,ns,300
day 02 part one,,,,,58991200.0,ns,306
day 02 part one,,,,,59457800.0,ns,312
day 02 part one,,,,,61095800.0,ns,318
day 02 part one,,,,,61279600.0,ns,324
day 02 part one,,,,,62860600.0,ns,330
day 02 part one,,,,,64094500.0,ns,336
day 02 part one,,,,,64639700.0,ns,342
day 02 part one,,,,,65691400.0,ns,348
day 02 part one,,,,,67783000.0,ns,354
day 02 part one,,,,,70032700.0,ns,360
day 02 part one,,,,,69922300.0,ns,366
day 02 part one,,,,,72062000.0,ns,372
day 02 part one,,,,,72466800.0,ns,378
day 02 part one,,,,,72847400.0,ns,384
day 02 part one,,,,,75096300.0,ns,390
day 02 part one,,,,,75309300.0,ns,396
day 02 part one,,,,,76500600.0,ns,402
day 02 part one,,,,,77423300.0,ns,408
day 02 part one,,,,,79908700.0,ns,414
day 02 part one,,,,,83322400.0,ns,420
day 02 part one,,,,,80970800.0,ns,426
day 02 part one,,,,,83548400.0,ns,432
day 02 part one,,,,,85916900.0,ns,438
day 02 part one,,,,,84670300.0,ns,444
day 02 part one,,,,,87711000.0,ns,450
day 02 part one,,,,,87096400.0,ns,456
day 02 part one,,,,,88001600.0,ns,462
day 02 part one,,,,,88708700.0,ns,468
day 02 part one,,,,,90451400.0,ns,474
day 02 part one,,,,,90447500.0,ns,480
day 02 part one,,,,,92006300.0,ns,486
day 02 part one,,,,,94483100.0,ns,492
day 02 part one,,,,,95577700.0,ns,498
day 02 part one,,,,,97927800.0,ns,504
day 02 part one,,,,,97858100.0,ns,510
day 02 part one,,,,,99235900.0,ns,516
day 02 part one,,,,,100122200.0,ns,522
day 02 part one,,,,,100276400.0,ns,528
day 02 part one,,,,,102558600.0,ns,534
day 02 part one,,,,,102902200.0,ns,540
day 02 part one,,,,,103078800.0,ns,546
day 02 part one,,,,,105493000.0,ns,552
day 02 part one,,,,,105059300.0,ns,558
day 02 part one,,,,,108512300.0,ns,564
day 02 part one,,,,,108269500.0,ns,570
day 02 part one,,,,,112832900.0,ns,576
day 02 part one,,,,,110567400.0,ns,582
day 02 part one,,,,,111656100.0,ns,588
day 02 part one,,,,,113975500.0,ns,594
day 02 part one,,,,,115421300.0,ns,600
