group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 04 part one,,,,,1221800.0,ns,6
day 04 part one,,,,,2341500.0,ns,12
day 04 part one,,,,,3544800.0,ns,18
day 04 part one,,,,,4647300.0,ns,24
day 04 part one,,,,,5997600.0,ns,30
day 04 part one,,,,,7287600.0,ns,36
day 04 part one,,,,,8459000.0,ns,42
day 04 part one,,,,,9556000.0,ns,48
day 04 part one,,,,,11087600.0,ns,54
day 04 part one,,,,,12093900.0,ns,60
day 04 part one,,,,,14161600.0,ns,66
day 04 part one,,,,,14819200.0,ns,72
day 04 part one,,,,,16154400.0,ns,78
day 04 part one,,,,,17354900.0,ns,84
day 04 part one,,,,,18670400.0,ns,90
day 04 part one,,,,,19343200.0,ns,96
day 04 part one,,,,,19350900.0,ns,102
day 04 part one,,,,,21079700.0,ns,108
day 04 part one,,,,,23021200.0,ns,114
day 04 part one,,,,,24969400.0,ns,120
day 04 part one,,,,,24475500.0,ns,126
day 04 part one,,,,,26644500.0,ns,132
day 04 part one,,,,,28196200.0,ns,138
day 04 part one,,,,,29216900.0,ns,144
day 04 part one,,,,,30239200.0,ns,150
day 04 part one,,,,,31525700.0,ns,156
day 04 part one,,,,,34280800.0,ns,162
day 04 part one,,,,,37398900.0,ns,168
day 04 part one,,,,,35713300.0,ns,174
day 04 part one,,,,,36767100.0,ns,180
day 04 part one,,,,,37666400.0,ns,186
day 04 part one,,,,,40583900.0,ns,192
day 04 part one,,,,,39748800.0,ns,198
day 04 part one,,,,,41875400.0,ns,204
day 04 part one,,,,,41031100.0,ns,210
day 04 part one,,,,,41570700.0,ns,216
day 04 part one,,,,,42164600.0,ns,222
day 04 part one,,,,,47191400.0,ns,228
day 04 part one,,,,,47949500.0,ns,234
day 04 part one,,,,,49673000.0,ns,240
day 04 part one,,,,,49177100.0,ns,246
day 04 part one,,,,,51516600.0,ns,252
day 04 part one,,,,,51417100.0,ns,258
day 04 part one,,,,,53095200.0,ns,264
day 04 part one,,,,,54712300.0,ns,270
day 04 part one,,,,,55581800.0,ns,276
day 04 part one,,,,,56494700.0,ns,282
day 04 part one,,,,,58550800.0,ns,288
day 04 part one,,,,,59404200.0,ns,294
day 04 part one,,,,,60602100.0,ns,300
day 04 part one,,,,,62134500.0,ns,306
day 04 part one,,,,,62057100.0,ns,312
day 04 part one,,,,,63560400.0,ns,318
day 04 part one,,,,,65756400.0,ns,324
day 04 part one,,,,,66482400.0,ns,330
day 04 part one,,,,,66201800.0,ns,336
day 04 part one,,,,,67106400.0,ns,342
day 04 part one,,,,,67875800.0,ns,348
day 04 part one,,,,,70800800.0,ns,354
day 04 part one,,,,,70880600.0,ns,360
day 04 part one,,,,,90035400.0,ns,366
day 04 part one,,,,,80990300.0,ns,372
day 04 part one,,,,,76140900.0,ns,378
day 04 part one,,,,,75246600.0,ns,384
day 04 part one,,,,,79790300.0,ns,390
day 04 part one,,,,,82632900.0,ns,396
day 04 part one,,,,,79764700.0,ns,402
day 04 part one,,,,,80982400.0,ns,408
day 04 part one,,,,,82011600.0,ns,414
day 04 part one,,,,,83086100.0,ns,420
day 04 part one,,,,,84921500.0,ns,426
day 04 part one,,,,,85719500.0,ns,432
day 04 part one,,,,,91845500.0,ns,438
day 04 part one,,,,,97906800.0,ns,444
day 04 part one,,,,,89502500.0,ns,450
day 04 part one,,,,,91727400.0,ns,456
day 04 part one,,,,,95573100.0,ns,462
day 04 part one,,,,,95376400.0,ns,468
day 04 part one,,,,,95336600.0,ns,474
day 04 part one,,,,,103069400.0,ns,480
day 04 part one,,,,,101153000.0,ns,486
day 04 part one,,,,,98211200.0,ns,492
day 04 part one,,,,,99993900.0,ns,498
day 04 part one,,,,,98815100.0,ns,504
day 04 part one,,,,,100798400.0,ns,510
day 04 part one,,,,,104162500.0,ns,516
day 04 part one,,,,,103692800.0,ns,522
day 04 part one,,,,,103701900.0,ns,528
day 04 part one,,,,,107049800.0,ns,534
day 04 part one,,,,,107020000.0,ns,540
day 04 part one,,,,,107199800.0,ns,546
day 04 part one,,,,,107802500.0,ns,552
day 04 part one,,,,,108090500.0,ns,558
day 04 part one,,,,,110655300.0,ns,564
day 04 part one,,,,,116503100.0,ns,570
day 04 part one,,,,,122046300.0,ns,576
day 04 part one,,,,,118608400.0,ns,582
day 04 part one,,,,,112492300.0,ns,588
day 04 part one,,,,,116523800.0,ns,594
day 04 part one,,,,,116465200.0,ns,600
