group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 04 part two,,,,,82219600.0,ns,1
day 04 part two,,,,,82085500.0,ns,1
day 04 part two,,,,,80703700.0,ns,1
day 04 part two,,,,,81701600.0,ns,1
day 04 part two,,,,,84014900.0,ns,1
day 04 part two,,,,,84391200.0,ns,1
day 04 part two,,,,,83671000.0,ns,1
day 04 part two,,,,,81740100.0,ns,1
day 04 part two,,,,,82293000.0,ns,1
day 04 part two,,,,,81108200.0,ns,1
day 04 part two,,,,,81863700.0,ns,1
day 04 part two,,,,,83616800.0,ns,1
day 04 part two,,,,,82016200.0,ns,1
day 04 part two,,,,,80191900.0,ns,1
day 04 part two,,,,,81190900.0,ns,1
day 04 part two,,,,,81640600.0,ns,1
day 04 part two,,,,,80459200.0,ns,1
day 04 part two,,,,,82327600.0,ns,1
day 04 part two,,,,,80870500.0,ns,1
day 04 part two,,,,,81746100.0,ns,1
day 04 part two,,,,,80327200.0,ns,1
day 04 part two,,,,,81541100.0,ns,1
day 04 part two,,,,,81093000.0,ns,1
day 04 part two,,,,,81642100.0,ns,1
day 04 part two,,,,,82396000.0,ns,1
day 04 part two,,,,,83499300.0,ns,1
day 04 part two,,,,,82655600.0,ns,1
day 04 part two,,,,,81416200.0,ns,1
day 04 part two,,,,,82337300.0,ns,1
day 04 part two,,,,,83101100.0,ns,1
day 04 part two,,,,,82935300.0,ns,1
day 04 part two,,,,,81969000.0,ns,1
day 04 part two,,,,,80788000.0,ns,1
day 04 part two,,,,,80948200.0,ns,1
day 04 part two,,,,,80612100.0,ns,1
day 04 part two,,,,,81835100.0,ns,1
day 04 part two,,,,,82140200.0,ns,1
day 04 part two,,,,,82464300.0,ns,1
day 04 part two,,,,,82593100.0,ns,1
day 04 part two,,,,,82228200.0,ns,1
day 04 part two,,,,,81857100.0,ns,1
day 04 part two,,,,,81700300.0,ns,1
day 04 part two,,,,,84232800.0,ns,1
day 04 part two,,,,,80843100.0,ns,1
day 04 part two,,,,,80974500.0,ns,1
day 04 part two,,,,,82250700.0,ns,1
day 04 part two,,,,,82192000.0,ns,1
day 04 part two,,,,,80959500.0,ns,1
day 04 part two,,,,,81153400.0,ns,1
day 04 part two,,,,,82912200.0,ns,1
day 04 part two,,,,,82021700.0,ns,1
day 04 part two,,,,,81229600.0,ns,1
day 04 part two,,,,,81824400.0,ns,1
day 04 part two,,,,,82316800.0,ns,1
day 04 part two,,,,,85309500.0,ns,1
day 04 part two,,,,,82861500.0,ns,1
day 04 part two,,,,,81629900.0,ns,1
day 04 part two,,,,,82079800.0,ns,1
day 04 part two,,,,,81261300.0,ns,1
day 04 part two,,,,,82589300.0,ns,1
day 04 part two,,,,,81446100.0,ns,1
day 04 part two,,,,,81804400.0,ns,1
day 04 part two,,,,,81632900.0,ns,1
day 04 part two,,,,,81370400.0,ns,1
day 04 part two,,,,,83334700.0,ns,1
day 04 part two,,,,,81439700.0,ns,1
day 04 part two,,,,,82856600.0,ns,1
day 04 part two,,,,,82342900.0,ns,1
day 04 part two,,,,,81816700.0,ns,1
day 04 part two,,,,,82629600.0,ns,1
day 04 part two,,,,,81414800.0,ns,1
day 04 part two,,,,,80096100.0,ns,1
day 04 part two,,,,,83845200.0,ns,1
day 04 part two,,,,,81673000.0,ns,1
day 04 part two,,,,,81224000.0,ns,1
day 04 part two,,,,,82604000.0,ns,1
day 04 part two,,,,,81755800.0,ns,1
day 04 part two,,,,,82196700.0,ns,1
day 04 part two,,,,,87791100.0,ns,1
day 04 part two,,,,,84866700.0,ns,1
day 04 part two,,,,,81873900.0,ns,1
day 04 part two,,,,,84504900.0,ns,1
day 04 part two,,,,,82663500.0,ns,1
day 04 part two,,,,,82252900.0,ns,1
day 04 part two,,,,,82945400.0,ns,1
day 04 part two,,,,,81279400.0,ns,1
day 04 part two,,,,,82731100.0,ns,1
day 04 part two,,,,,82667600.0,ns,1
day 04 part two,,,,,82240900.0,ns,1
day 04 part two,,,,,81469700.0,ns,1
day 04 part two,,,,,82300400.0,ns,1
day 04 part two,,,,,81494000.0,ns,1
day 04 part two,,,,,79942400.0,ns,1
day 04 part two,,,,,83377900.0,ns,1
day 04 part two,,,,,80422300.0,ns,1
day 04 part two,,,,,81395200.0,ns,1
day 04 part two,,,,,82740200.0,ns,1
day 04 part two,,,,,81078900.0,ns,1
day 04 part two,,,,,82811900.0,ns,1
day 04 part two,,,,,83187000.0,ns,1
