group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 09 load input,,,,,1092000.0,ns,7
day 09 load input,,,,,2040800.0,ns,14
day 09 load input,,,,,2967300.0,ns,21
day 09 load input,,,,,3900700.0,ns,28
day 09 load input,,,,,5108600.0,ns,35
day 09 load input,,,,,6137900.0,ns,42
day 09 load input,,,,,8444400.0,ns,49
day 09 load input,,,,,8620900.0,ns,56
day 09 load input,,,,,9130400.0,ns,63
day 09 load input,,,,,11494100.0,ns,70
day 09 load input,,,,,11264800.0,ns,77
day 09 load input,,,,,11997000.0,ns,84
day 09 load input,,,,,13979200.0,ns,91
day 09 load input,,,,,15166500.0,ns,98
day 09 load input,,,,,15517500.0,ns,105
day 09 load input,,,,,18357400.0,ns,112
day 09 load input,,,,,18071800.0,ns,119
day 09 load input,,,,,18783900.0,ns,126
day 09 load input,,,,,20581100.0,ns,133
day 09 load input,,,,,23909800.0,ns,140
day 09 load input,,,,,23867100.0,ns,147
day 09 load input,,,,,24847100.0,ns,154
day 09 load input,,,,,23851900.0,ns,161
day 09 load input,,,,,26195200.0,ns,168
day 09 load input,,,,,27625300.0,ns,175
day 09 load input,,,,,28121200.0,ns,182
day 09 load input,,,,,30613900.0,ns,189
day 09 load input,,,,,30227600.0,ns,196
day 09 load input,,,,,32606500.0,ns,203
day 09 load input,,,,,31089700.0,ns,210
day 09 load input,,,,,32121000.0,ns,217
day 09 load input,,,,,33663700.0,ns,224
day 09 load input,,,,,34408300.0,ns,231
day 09 load input,,,,,35085100.0,ns,238
day 09 load input,,,,,36110300.0,ns,245
day 09 load input,,,,,35904300.0,ns,252
day 09 load input,,,,,37108500.0,ns,259
day 09 load input,,,,,38310300.0,ns,266
day 09 load input,,,,,38518900.0,ns,273
day 09 load input,,,,,41388400.0,ns,280
day 09 load input,,,,,40966600.0,ns,287
day 09 load input,,,,,42289700.0,ns,294
day 09 load input,,,,,42811000.0,ns,301
day 09 load input,,,,,44268000.0,ns,308
day 09 load input,,,,,44368000.0,ns,315
day 09 load input,,,,,45922400.0,ns,322
day 09 load input,,,,,47058900.0,ns,329
day 09 load input,,,,,47691300.0,ns,336
day 09 load input,,,,,49591400.0,ns,343
day 09 load input,,,,,50677500.0,ns,350
day 09 load input,,,,,51536500.0,ns,357
day 09 load input,,,,,52651200.0,ns,364
day 09 load input,,,,,52860200.0,ns,371
day 09 load input,,,,,54917800.0,ns,378
day 09 load input,,,,,56583000.0,ns,385
day 09 load input,,,,,55844900.0,ns,392
day 09 load input,,,,,57027700.0,ns,399
day 09 load input,,,,,57055500.0,ns,406
day 09 load input,,,,,60139800.0,ns,413
day 09 load input,,,,,69476600.0,ns,420
day 09 load input,,,,,63562500.0,ns,427
day 09 load input,,,,,63619200.0,ns,434
day 09 load input,,,,,66143000.0,ns,441
day 09 load input,,,,,66029700.0,ns,448
day 09 load input,,,,,69660800.0,ns,455
day 09 load input,,,,,66994600.0,ns,462
day 09 load input,,,,,66522800.0,ns,469
day 09 load input,,,,,68404700.0,ns,476
day 09 load input,,,,,69901300.0,ns,483
day 09 load input,,,,,69098800.0,ns,490
day 09 load input,,,,,71174600.0,ns,497
day 09 load input,,,,,71930400.0,ns,504
day 09 load input,,,,,75720800.0,ns,511
day 09 load input,,,,,76982700.0,ns,518
day 09 load input,,,,,74410600.0,ns,525
day 09 load input,,,,,80185000.0,ns,532
day 09 load input,,,,,83462200.0,ns,539
day 09 load input,,,,,84435700.0,ns,546
day 09 load input,,,,,84986000.0,ns,553
day 09 load input,,,,,85730800.0,ns,560
day 09 load input,,,,,87690400.0,ns,567
day 09 load input,,,,,86860400.0,ns,574
day 09 load input,,,,,86063700.0,ns,581
day 09 load input,,,,,86839200.0,ns,588
day 09 load input,,,,,85469300.0,ns,595
day 09 load input,,,,,91888500.0,ns,602
day 09 load input,,,,,100987900.0,ns,609
day 09 load input,,,,,97854100.0,ns,616
day 09 load input,,,,,93187400.0,ns,623
day 09 load input,,,,,92334100.0,ns,630
day 09 load input,,,,,91907100.0,ns,637
day 09 load input,,,,,92037900.0,ns,644
day 09 load input,,,,,95319500.0,ns,651
day 09 load input,,,,,106901500.0,ns,658
day 09 load input,,,,,103326000.0,ns,665
day 09 load input,,,,,103239700.0,ns,672
day 09 load input,,,,,102209000.0,ns,679
day 09 load input,,,,,103146500.0,ns,686
day 09 load input,,,,,105457800.0,ns,693
day 09 load input,,,,,109894900.0,ns,700
