group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 14 part one,,,,,1594858.0,ns,1
day 14 part one,,,,,3158459.0,ns,2
day 14 part one,,,,,4734790.0,ns,3
day 14 part one,,,,,7140559.0,ns,4
day 14 part one,,,,,7936195.0,ns,5
day 14 part one,,,,,11530716.0,ns,6
day 14 part one,,,,,11878274.0,ns,7
day 14 part one,,,,,12782600.0,ns,8
day 14 part one,,,,,14218211.0,ns,9
day 14 part one,,,,,15771609.0,ns,10
day 14 part one,,,,,17348976.0,ns,11
day 14 part one,,,,,18957514.0,ns,12
day 14 part one,,,,,20567226.0,ns,13
day 14 part one,,,,,22090246.0,ns,14
day 14 part one,,,,,23663835.0,ns,15
day 14 part one,,,,,25241857.0,ns,16
day 14 part one,,,,,26855171.0,ns,17
day 14 part one,,,,,28413497.0,ns,18
day 14 part one,,,,,29993524.0,ns,19
day 14 part one,,,,,31548830.0,ns,20
day 14 part one,,,,,33142186.0,ns,21
day 14 part one,,,,,34737533.0,ns,22
day 14 part one,,,,,36389239.0,ns,23
day 14 part one,,,,,37963600.0,ns,24
day 14 part one,,,,,40307425.0,ns,25
day 14 part one,,,,,41102559.0,ns,26
day 14 part one,,,,,42652084.0,ns,27
day 14 part one,,,,,44396932.0,ns,28
day 14 part one,,,,,45761310.0,ns,29
day 14 part one,,,,,47322732.0,ns,30
day 14 part one,,,,,48945132.0,ns,31
day 14 part one,,,,,50476924.0,ns,32
day 14 part one,,,,,52090603.0,ns,33
day 14 part one,,,,,53916249.0,ns,34
day 14 part one,,,,,55317591.0,ns,35
day 14 part one,,,,,56967290.0,ns,36
day 14 part one,,,,,58452580.0,ns,37
day 14 part one,,,,,59994492.0,ns,38
day 14 part one,,,,,61532841.0,ns,39
day 14 part one,,,,,64095314.0,ns,40
day 14 part one,,,,,64726042.0,ns,41
day 14 part one,,,,,66585263.0,ns,42
day 14 part one,,,,,68005191.0,ns,43
day 14 part one,,,,,69405871.0,ns,44
day 14 part one,,,,,71075670.0,ns,45
day 14 part one,,,,,72582542.0,ns,46
day 14 part one,,,,,74214997.0,ns,47
day 14 part one,,,,,75738562.0,ns,48
day 14 part one,,,,,77422850.0,ns,49
day 14 part one,,,,,79021455.0,ns,50
day 14 part one,,,,,81490440.0,ns,51
day 14 part one,,,,,82327086.0,ns,52
day 14 part one,,,,,83652740.0,ns,53
day 14 part one,,,,,85217645.0,ns,54
day 14 part one,,,,,86904060.0,ns,55
day 14 part one,,,,,88600815.0,ns,56
day 14 part one,,,,,90032865.0,ns,57
day 14 part one,,,,,91541404.0,ns,58
day 14 part one,,,,,93124640.0,ns,59
day 14 part one,,,,,95564145.0,ns,60
day 14 part one,,,,,96805512.0,ns,61
day 14 part one,,,,,97894692.0,ns,62
day 14 part one,,,,,99427250.0,ns,63
day 14 part one,,,,,100996766.0,ns,64
day 14 part one,,,,,102571630.0,ns,65
day 14 part one,,,,,104496846.0,ns,66
day 14 part one,,,,,105728278.0,ns,67
day 14 part one,,,,,107351806.0,ns,68
day 14 part one,,,,,108890082.0,ns,69
day 14 part one,,,,,110538237.0,ns,70
day 14 part one,,,,,112151886.0,ns,71
day 14 part one,,,,,113606963.0,ns,72
day 14 part one,,,,,115195224.0,ns,73
day 14 part one,,,,,116779193.0,ns,74
day 14 part one,,,,,118576363.0,ns,75
day 14 part one,,,,,120740838.0,ns,76
day 14 part one,,,,,121555849.0,ns,77
day 14 part one,,,,,123095431.0,ns,78
day 14 part one,,,,,125031087.0,ns,79
day 14 part one,,,,,126286572.0,ns,80
day 14 part one,,,,,127820381.0,ns,81
day 14 part one,,,,,129424717.0,ns,82
day 14 part one,,,,,131337744.0,ns,83
day 14 part one,,,,,132771572.0,ns,84
day 14 part one,,,,,134167784.0,ns,85
day 14 part one,,,,,135888200.0,ns,86
day 14 part one,,,,,137399828.0,ns,87
day 14 part one,,,,,138944770.0,ns,88
day 14 part one,,,,,140471198.0,ns,89
day 14 part one,,,,,142190791.0,ns,90
day 14 part one,,,,,143687722.0,ns,91
day 14 part one,,,,,145257678.0,ns,92
day 14 part one,,,,,146849664.0,ns,93
day 14 part one,,,,,148867657.0,ns,94
day 14 part one,,,,,149897831.0,ns,95
day 14 part one,,,,,151508937.0,ns,96
day 14 part one,,,,,153323844.0,ns,97
day 14 part one,,,,,154703437.0,ns,98
day 14 part one,,,,,156326228.0,ns,99
day 14 part one,,,,,158029521.0,ns,100
