group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 01 part one,,,,,951573.0,ns,1806
day 01 part one,,,,,1833705.0,ns,3612
day 01 part one,,,,,2750343.0,ns,5418
day 01 part one,,,,,3721947.0,ns,7224
day 01 part one,,,,,4630145.0,ns,9030
day 01 part one,,,,,5974574.0,ns,10836
day 01 part one,,,,,6486519.0,ns,12642
day 01 part one,,,,,7467491.0,ns,14448
day 01 part one,,,,,8756539.0,ns,16254
day 01 part one,,,,,10216018.0,ns,18060
day 01 part one,,,,,11094664.0,ns,19866
day 01 part one,,,,,12630294.0,ns,21672
day 01 part one,,,,,12985204.0,ns,23478
day 01 part one,,,,,13324404.0,ns,25284
day 01 part one,,,,,14506983.0,ns,27090
day 01 part one,,,,,15323115.0,ns,28896
day 01 part one,,,,,16378400.0,ns,30702
day 01 part one,,,,,17146413.0,ns,32508
day 01 part one,,,,,18370232.0,ns,34314
day 01 part one,,,,,18645921.0,ns,36120
day 01 part one,,,,,20464961.0,ns,37926
day 01 part one,,,,,20679983.0,ns,39732
day 01 part one,,,,,21881393.0,ns,41538
day 01 part one,,,,,22673400.0,ns,43344
day 01 part one,,,,,23648641.0,ns,45150
day 01 part one,,,,,25027414.0,ns,46956
day 01 part one,,,,,25653603.0,ns,48762
day 01 part one,,,,,27671735.0,ns,50568
day 01 part one,,,,,27665035.0,ns,52374
day 01 part one,,,,,28003665.0,ns,54180
day 01 part one,,,,,29639555.0,ns,55986
day 01 part one,,,,,31015185.0,ns,57792
day 01 part one,,,,,31601420.0,ns,59598
day 01 part one,,,,,32746118.0,ns,61404
day 01 part one,,,,,33489245.0,ns,63210
day 01 part one,,,,,34282076.0,ns,65016
day 01 part one,,,,,36636292.0,ns,66822
day 01 part one,,,,,36180424.0,ns,68628
day 01 part one,,,,,40213802.0,ns,70434
day 01 part one,,,,,38475164.0,ns,72240
day 01 part one,,,,,39525908.0,ns,74046
day 01 part one,,,,,40840710.0,ns,75852
day 01 part one,,,,,41152695.0,ns,77658
day 01 part one,,,,,42249254.0,ns,79464
day 01 part one,,,,,43482625.0,ns,81270
day 01 part one,,,,,44211423.0,ns,83076
day 01 part one,,,,,48010998.0,ns,84882
day 01 part one,,,,,50446184.0,ns,86688
day 01 part one,,,,,47351472.0,ns,88494
day 01 part one,,,,,48017026.0,ns,90300
day 01 part one,,,,,49407218.0,ns,92106
day 01 part one,,,,,49825974.0,ns,93912
day 01 part one,,,,,53901501.0,ns,95718
day 01 part one,,,,,51186469.0,ns,97524
day 01 part one,,,,,52587530.0,ns,99330
day 01 part one,,,,,53278394.0,ns,101136
day 01 part one,,,,,54810245.0,ns,102942
day 01 part one,,,,,55381706.0,ns,104748
day 01 part one,,,,,57958587.0,ns,106554
day 01 part one,,,,,57753723.0,ns,108360
day 01 part one,,,,,58406521.0,ns,110166
day 01 part one,,,,,58980009.0,ns,111972
day 01 part one,,,,,59579631.0,ns,113778
day 01 part one,,,,,61997265.0,ns,115584
day 01 part one,,,,,63508708.0,ns,117390
day 01 part one,,,,,63946006.0,ns,119196
day 01 part one,,,,,64381910.0,ns,121002
day 01 part one,,,,,65065625.0,ns,122808
day 01 part one,,,,,66723207.0,ns,124614
day 01 part one,,,,,67127839.0,ns,126420
day 01 part one,,,,,67193402.0,ns,128226
day 01 part one,,,,,69808592.0,ns,130032
day 01 part one,,,,,69583399.0,ns,131838
day 01 part one,,,,,71052091.0,ns,133644
day 01 part one,,,,,74248961.0,ns,135450
day 01 part one,,,,,73040074.0,ns,137256
day 01 part one,,,,,74524709.0,ns,139062
day 01 part one,,,,,74103754.0,ns,140868
day 01 part one,,,,,74891479.0,ns,142674
day 01 part one,,,,,84007394.0,ns,144480
day 01 part one,,,,,78004540.0,ns,146286
day 01 part one,,,,,79211642.0,ns,148092
day 01 part one,,,,,80003816.0,ns,149898
day 01 part one,,,,,79978220.0,ns,151704
day 01 part one,,,,,80739218.0,ns,153510
day 01 part one,,,,,82091625.0,ns,155316
day 01 part one,,,,,87220286.0,ns,157122
day 01 part one,,,,,85205482.0,ns,158928
day 01 part one,,,,,85900144.0,ns,160734
day 01 part one,,,,,86877119.0,ns,162540
day 01 part one,,,,,87706483.0,ns,164346
day 01 part one,,,,,90658484.0,ns,166152
day 01 part one,,,,,88600189.0,ns,167958
day 01 part one,,,,,90602553.0,ns,169764
day 01 part one,,,,,106176799.0,ns,171570
day 01 part one,,,,,99708888.0,ns,173376
day 01 part one,,,,,97516791.0,ns,175182
day 01 part one,,,,,99106880.0,ns,176988
day 01 part one,,,,,100168308.0,ns,178794
day 01 part one,,,,,98659958.0,ns,180600
