group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 11 part two ,,,,,935145100.0,ns,1
day 11 part two ,,,,,935941800.0,ns,1
day 11 part two ,,,,,928736000.0,ns,1
day 11 part two ,,,,,932573400.0,ns,1
day 11 part two ,,,,,933985900.0,ns,1
day 11 part two ,,,,,932877500.0,ns,1
day 11 part two ,,,,,931742000.0,ns,1
day 11 part two ,,,,,934185200.0,ns,1
day 11 part two ,,,,,931361500.0,ns,1
day 11 part two ,,,,,934274800.0,ns,1
day 11 part two ,,,,,932836900.0,ns,1
day 11 part two ,,,,,947347400.0,ns,1
day 11 part two ,,,,,932744800.0,ns,1
day 11 part two ,,,,,938848000.0,ns,1
day 11 part two ,,,,,931746100.0,ns,1
day 11 part two ,,,,,931306200.0,ns,1
day 11 part two ,,,,,932851800.0,ns,1
day 11 part two ,,,,,931404800.0,ns,1
day 11 part two ,,,,,935726200.0,ns,1
day 11 part two ,,,,,932185500.0,ns,1
day 11 part two ,,,,,938329800.0,ns,1
day 11 part two ,,,,,932246300.0,ns,1
day 11 part two ,,,,,934111800.0,ns,1
day 11 part two ,,,,,931003900.0,ns,1
day 11 part two ,,,,,934161300.0,ns,1
day 11 part two ,,,,,932558800.0,ns,1
day 11 part two ,,,,,931116500.0,ns,1
day 11 part two ,,,,,931975300.0,ns,1
day 11 part two ,,,,,934153600.0,ns,1
day 11 part two ,,,,,934184900.0,ns,1
day 11 part two ,,,,,931611700.0,ns,1
day 11 part two ,,,,,931639200.0,ns,1
day 11 part two ,,,,,933170200.0,ns,1
day 11 part two ,,,,,952011700.0,ns,1
day 11 part two ,,,,,930079900.0,ns,1
day 11 part two ,,,,,937376900.0,ns,1
day 11 part two ,,,,,932136700.0,ns,1
day 11 part two ,,,,,937553600.0,ns,1
day 11 part two ,,,,,943997300.0,ns,1
day 11 part two ,,,,,955630900.0,ns,1
day 11 part two ,,,,,938988300.0,ns,1
day 11 part two ,,,,,931642400.0,ns,1
day 11 part two ,,,,,930921300.0,ns,1
day 11 part two ,,,,,934596200.0,ns,1
day 11 part two ,,,,,930277400.0,ns,1
day 11 part two ,,,,,933068100.0,ns,1
day 11 part two ,,,,,939422700.0,ns,1
day 11 part two ,,,,,931845500.0,ns,1
day 11 part two ,,,,,934012300.0,ns,1
day 11 part two ,,,,,930939800.0,ns,1
day 11 part two ,,,,,931199700.0,ns,1
day 11 part two ,,,,,933079600.0,ns,1
day 11 part two ,,,,,933632700.0,ns,1
day 11 part two ,,,,,931596100.0,ns,1
day 11 part two ,,,,,932420400.0,ns,1
day 11 part two ,,,,,932660000.0,ns,1
day 11 part two ,,,,,930380100.0,ns,1
day 11 part two ,,,,,933423000.0,ns,1
day 11 part two ,,,,,934941300.0,ns,1
day 11 part two ,,,,,933539400.0,ns,1
day 11 part two ,,,,,934098000.0,ns,1
day 11 part two ,,,,,932329500.0,ns,1
day 11 part two ,,,,,930450300.0,ns,1
day 11 part two ,,,,,930272200.0,ns,1
day 11 part two ,,,,,933692100.0,ns,1
day 11 part two ,,,,,932565600.0,ns,1
day 11 part two ,,,,,929941100.0,ns,1
day 11 part two ,,,,,934706100.0,ns,1
day 11 part two ,,,,,933397400.0,ns,1
day 11 part two ,,,,,930410000.0,ns,1
day 11 part two ,,,,,935235800.0,ns,1
day 11 part two ,,,,,932308100.0,ns,1
day 11 part two ,,,,,933874200.0,ns,1
day 11 part two ,,,,,936341800.0,ns,1
day 11 part two ,,,,,930956500.0,ns,1
day 11 part two ,,,,,932230700.0,ns,1
day 11 part two ,,,,,934581100.0,ns,1
day 11 part two ,,,,,933066400.0,ns,1
day 11 part two ,,,,,933147700.0,ns,1
day 11 part two ,,,,,965984800.0,ns,1
day 11 part two ,,,,,1007379000.0,ns,1
day 11 part two ,,,,,987290500.0,ns,1
day 11 part two ,,,,,954799700.0,ns,1
day 11 part two ,,,,,933376300.0,ns,1
day 11 part two ,,,,,933918400.0,ns,1
day 11 part two ,,,,,933367500.0,ns,1
day 11 part two ,,,,,937753600.0,ns,1
day 11 part two ,,,,,931036200.0,ns,1
day 11 part two ,,,,,930694900.0,ns,1
day 11 part two ,,,,,931117500.0,ns,1
day 11 part two ,,,,,934549500.0,ns,1
day 11 part two ,,,,,931656300.0,ns,1
day 11 part two ,,,,,944289000.0,ns,1
day 11 part two ,,,,,935307200.0,ns,1
day 11 part two ,,,,,931749400.0,ns,1
day 11 part two ,,,,,933215200.0,ns,1
day 11 part two ,,,,,936344100.0,ns,1
day 11 part two ,,,,,934369700.0,ns,1
day 11 part two ,,,,,932280000.0,ns,1
day 11 part two ,,,,,933982200.0,ns,1
