group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 02 load input,,,,,1092900.0,ns,7
day 02 load input,,,,,2046600.0,ns,14
day 02 load input,,,,,3061100.0,ns,21
day 02 load input,,,,,3992000.0,ns,28
day 02 load input,,,,,4911300.0,ns,35
day 02 load input,,,,,5857800.0,ns,42
day 02 load input,,,,,7153200.0,ns,49
day 02 load input,,,,,7871700.0,ns,56
day 02 load input,,,,,9047200.0,ns,63
day 02 load input,,,,,10117300.0,ns,70
day 02 load input,,,,,10849900.0,ns,77
day 02 load input,,,,,11747300.0,ns,84
day 02 load input,,,,,12862300.0,ns,91
day 02 load input,,,,,13861000.0,ns,98
day 02 load input,,,,,14724700.0,ns,105
day 02 load input,,,,,15675600.0,ns,112
day 02 load input,,,,,17454900.0,ns,119
day 02 load input,,,,,18414400.0,ns,126
day 02 load input,,,,,19178800.0,ns,133
day 02 load input,,,,,19651000.0,ns,140
day 02 load input,,,,,20934700.0,ns,147
day 02 load input,,,,,21818900.0,ns,154
day 02 load input,,,,,22756300.0,ns,161
day 02 load input,,,,,23721400.0,ns,168
day 02 load input,,,,,26091800.0,ns,175
day 02 load input,,,,,25918500.0,ns,182
day 02 load input,,,,,27468900.0,ns,189
day 02 load input,,,,,27944200.0,ns,196
day 02 load input,,,,,28966600.0,ns,203
day 02 load input,,,,,29521500.0,ns,210
day 02 load input,,,,,30450900.0,ns,217
day 02 load input,,,,,31762100.0,ns,224
day 02 load input,,,,,33141700.0,ns,231
day 02 load input,,,,,33987900.0,ns,238
day 02 load input,,,,,34841400.0,ns,245
day 02 load input,,,,,35703500.0,ns,252
day 02 load input,,,,,36894000.0,ns,259
day 02 load input,,,,,38917500.0,ns,266
day 02 load input,,,,,41289800.0,ns,273
day 02 load input,,,,,42259400.0,ns,280
day 02 load input,,,,,43856200.0,ns,287
day 02 load input,,,,,44789400.0,ns,294
day 02 load input,,,,,46025400.0,ns,301
day 02 load input,,,,,45384400.0,ns,308
day 02 load input,,,,,47954600.0,ns,315
day 02 load input,,,,,48217000.0,ns,322
day 02 load input,,,,,49938000.0,ns,329
day 02 load input,,,,,52123100.0,ns,336
day 02 load input,,,,,50981600.0,ns,343
day 02 load input,,,,,54386800.0,ns,350
day 02 load input,,,,,56058900.0,ns,357
day 02 load input,,,,,54125300.0,ns,364
day 02 load input,,,,,55545700.0,ns,371
day 02 load input,,,,,56314500.0,ns,378
day 02 load input,,,,,56953700.0,ns,385
day 02 load input,,,,,60584200.0,ns,392
day 02 load input,,,,,61090200.0,ns,399
day 02 load input,,,,,58966500.0,ns,406
day 02 load input,,,,,116042000.0,ns,413
day 02 load input,,,,,67025400.0,ns,420
day 02 load input,,,,,75104300.0,ns,427
day 02 load input,,,,,86206100.0,ns,434
day 02 load input,,,,,73647300.0,ns,441
day 02 load input,,,,,66761900.0,ns,448
day 02 load input,,,,,70645500.0,ns,455
day 02 load input,,,,,71107500.0,ns,462
day 02 load input,,,,,70905500.0,ns,469
day 02 load input,,,,,73414900.0,ns,476
day 02 load input,,,,,71196000.0,ns,483
day 02 load input,,,,,73031300.0,ns,490
day 02 load input,,,,,83298000.0,ns,497
day 02 load input,,,,,77046000.0,ns,504
day 02 load input,,,,,75996900.0,ns,511
day 02 load input,,,,,76951700.0,ns,518
day 02 load input,,,,,76155100.0,ns,525
day 02 load input,,,,,78316600.0,ns,532
day 02 load input,,,,,78786300.0,ns,539
day 02 load input,,,,,82273700.0,ns,546
day 02 load input,,,,,91508700.0,ns,553
day 02 load input,,,,,88416500.0,ns,560
day 02 load input,,,,,81356100.0,ns,567
day 02 load input,,,,,87541900.0,ns,574
day 02 load input,,,,,88569200.0,ns,581
day 02 load input,,,,,87385200.0,ns,588
day 02 load input,,,,,86289900.0,ns,595
day 02 load input,,,,,93112000.0,ns,602
day 02 load input,,,,,89935200.0,ns,609
day 02 load input,,,,,92255900.0,ns,616
day 02 load input,,,,,90094700.0,ns,623
day 02 load input,,,,,97298300.0,ns,630
day 02 load input,,,,,95669700.0,ns,637
day 02 load input,,,,,92263900.0,ns,644
day 02 load input,,,,,93179600.0,ns,651
day 02 load input,,,,,93987800.0,ns,658
day 02 load input,,,,,96358000.0,ns,665
day 02 load input,,,,,95233100.0,ns,672
day 02 load input,,,,,96459200.0,ns,679
day 02 load input,,,,,99477400.0,ns,686
day 02 load input,,,,,105603900.0,ns,693
day 02 load input,,,,,105852400.0,ns,700
