group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 02 part one,,,,,1014462.0,ns,1030
day 02 part one,,,,,1891079.0,ns,2060
day 02 part one,,,,,2926686.0,ns,3090
day 02 part one,,,,,4271626.0,ns,4120
day 02 part one,,,,,4883869.0,ns,5150
day 02 part one,,,,,5976927.0,ns,6180
day 02 part one,,,,,6709871.0,ns,7210
day 02 part one,,,,,7681224.0,ns,8240
day 02 part one,,,,,9595826.0,ns,9270
day 02 part one,,,,,9404233.0,ns,10300
day 02 part one,,,,,10725193.0,ns,11330
day 02 part one,,,,,11879042.0,ns,12360
day 02 part one,,,,,12430742.0,ns,13390
day 02 part one,,,,,13209583.0,ns,14420
day 02 part one,,,,,15096211.0,ns,15450
day 02 part one,,,,,15353355.0,ns,16480
day 02 part one,,,,,16387646.0,ns,17510
day 02 part one,,,,,17036106.0,ns,18540
day 02 part one,,,,,18303802.0,ns,19570
day 02 part one,,,,,18965879.0,ns,20600
day 02 part one,,,,,20762169.0,ns,21630
day 02 part one,,,,,21375745.0,ns,22660
day 02 part one,,,,,22318896.0,ns,23690
day 02 part one,,,,,23303518.0,ns,24720
day 02 part one,,,,,24331927.0,ns,25750
day 02 part one,,,,,28662135.0,ns,26780
day 02 part one,,,,,26120351.0,ns,27810
day 02 part one,,,,,29165291.0,ns,28840
day 02 part one,,,,,28441240.0,ns,29870
day 02 part one,,,,,30235259.0,ns,30900
day 02 part one,,,,,31421552.0,ns,31930
day 02 part one,,,,,32186202.0,ns,32960
day 02 part one,,,,,33035812.0,ns,33990
day 02 part one,,,,,33609907.0,ns,35020
day 02 part one,,,,,33943509.0,ns,36050
day 02 part one,,,,,33965157.0,ns,37080
day 02 part one,,,,,35804360.0,ns,38110
day 02 part one,,,,,36137127.0,ns,39140
day 02 part one,,,,,37939544.0,ns,40170
day 02 part one,,,,,37780290.0,ns,41200
day 02 part one,,,,,38903632.0,ns,42230
day 02 part one,,,,,39668898.0,ns,43260
day 02 part one,,,,,40365524.0,ns,44290
day 02 part one,,,,,41453625.0,ns,45320
day 02 part one,,,,,42489704.0,ns,46350
day 02 part one,,,,,43504413.0,ns,47380
day 02 part one,,,,,44758075.0,ns,48410
day 02 part one,,,,,47127593.0,ns,49440
day 02 part one,,,,,47761777.0,ns,50470
day 02 part one,,,,,48048034.0,ns,51500
day 02 part one,,,,,53265917.0,ns,52530
day 02 part one,,,,,50172232.0,ns,53560
day 02 part one,,,,,52236279.0,ns,54590
day 02 part one,,,,,54134996.0,ns,55620
day 02 part one,,,,,52839199.0,ns,56650
day 02 part one,,,,,53547699.0,ns,57680
day 02 part one,,,,,54327735.0,ns,58710
day 02 part one,,,,,54772150.0,ns,59740
day 02 part one,,,,,57616203.0,ns,60770
day 02 part one,,,,,58053696.0,ns,61800
day 02 part one,,,,,58204717.0,ns,62830
day 02 part one,,,,,58585790.0,ns,63860
day 02 part one,,,,,62026974.0,ns,64890
day 02 part one,,,,,60394977.0,ns,65920
day 02 part one,,,,,62786607.0,ns,66950
day 02 part one,,,,,61995933.0,ns,67980
day 02 part one,,,,,62177629.0,ns,69010
day 02 part one,,,,,64066800.0,ns,70040
day 02 part one,,,,,69829790.0,ns,71070
day 02 part one,,,,,69246821.0,ns,72100
day 02 part one,,,,,67205566.0,ns,73130
day 02 part one,,,,,68514124.0,ns,74160
day 02 part one,,,,,68725204.0,ns,75190
day 02 part one,,,,,70327081.0,ns,76220
day 02 part one,,,,,70391341.0,ns,77250
day 02 part one,,,,,71400767.0,ns,78280
day 02 part one,,,,,72941663.0,ns,79310
day 02 part one,,,,,72547994.0,ns,80340
day 02 part one,,,,,75683441.0,ns,81370
day 02 part one,,,,,75984493.0,ns,82400
day 02 part one,,,,,76095174.0,ns,83430
day 02 part one,,,,,77112140.0,ns,84460
day 02 part one,,,,,77020351.0,ns,85490
day 02 part one,,,,,81332336.0,ns,86520
day 02 part one,,,,,80629845.0,ns,87550
day 02 part one,,,,,81397461.0,ns,88580
day 02 part one,,,,,82339042.0,ns,89610
day 02 part one,,,,,82449971.0,ns,90640
day 02 part one,,,,,83826387.0,ns,91670
day 02 part one,,,,,85536452.0,ns,92700
day 02 part one,,,,,88447992.0,ns,93730
day 02 part one,,,,,89723728.0,ns,94760
day 02 part one,,,,,88115302.0,ns,95790
day 02 part one,,,,,89417137.0,ns,96820
day 02 part one,,,,,93932099.0,ns,97850
day 02 part one,,,,,94040559.0,ns,98880
day 02 part one,,,,,92794317.0,ns,99910
day 02 part one,,,,,95808986.0,ns,100940
day 02 part one,,,,,96395720.0,ns,101970
day 02 part one,,,,,94226081.0,ns,103000
